region,subregion,country,area,country_area,date,confirmed_cases,deaths,recovered,population,lat,long,lat_long_flag,pop_flag,active,confirmed_cases_rate,deaths_rate,recovered_rate,active_rate,C_xs_T,devt_time
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,24/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-37
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,25/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-36
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,26/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-35
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,27/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-34
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,28/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-33
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,29/02/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-32
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,01/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-31
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,02/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-30
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,03/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-29
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,04/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-28
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,05/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-27
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,06/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-26
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,07/03/2020,1,0,0,38.928341,33.93911,67.709953,1,1,1,0.025688225,0,0,1,0,-25
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,08/03/2020,4,0,0,38.928341,33.93911,67.709953,1,1,4,0.102752902,0,0,1,0,-24
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,09/03/2020,4,0,0,38.928341,33.93911,67.709953,1,1,4,0.102752902,0,0,1,0,-23
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,10/03/2020,5,0,0,38.928341,33.93911,67.709953,1,1,5,0.128441127,0,0,1,0,-22
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,11/03/2020,7,0,0,38.928341,33.93911,67.709953,1,1,7,0.179817578,0,0,1,0,-21
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,12/03/2020,7,0,0,38.928341,33.93911,67.709953,1,1,7,0.179817578,0,0,1,0,-20
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,13/03/2020,7,0,0,38.928341,33.93911,67.709953,1,1,7,0.179817578,0,0,1,0,-19
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,14/03/2020,11,0,0,38.928341,33.93911,67.709953,1,1,11,0.28257048,0,0,1,0,-18
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,15/03/2020,16,0,0,38.928341,33.93911,67.709953,1,1,16,0.411011607,0,0,1,0,-17
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,16/03/2020,21,0,1,38.928341,33.93911,67.709953,1,1,20,0.539452734,0,0.047619048,0.952380952,0,-16
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,17/03/2020,22,0,1,38.928341,33.93911,67.709953,1,1,21,0.56514096,0,0.045454545,0.954545455,0,-15
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,18/03/2020,22,0,1,38.928341,33.93911,67.709953,1,1,21,0.56514096,0,0.045454545,0.954545455,0,-14
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,19/03/2020,22,0,1,38.928341,33.93911,67.709953,1,1,21,0.56514096,0,0.045454545,0.954545455,0,-13
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,20/03/2020,24,0,1,38.928341,33.93911,67.709953,1,1,23,0.616517411,0,0.041666667,0.958333333,0,-12
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,21/03/2020,24,0,1,38.928341,33.93911,67.709953,1,1,23,0.616517411,0,0.041666667,0.958333333,0,-11
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,22/03/2020,40,1,1,38.928341,33.93911,67.709953,1,1,38,1.027529018,0.025,0.025,0.95,0,-10
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,23/03/2020,40,1,1,38.928341,33.93911,67.709953,1,1,38,1.027529018,0.025,0.025,0.95,0,-9
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,24/03/2020,74,1,1,38.928341,33.93911,67.709953,1,1,72,1.900928683,0.013513514,0.013513514,0.972972973,0,-8
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,25/03/2020,84,2,2,38.928341,33.93911,67.709953,1,1,80,2.157810938,0.023809524,0.023809524,0.952380952,0,-7
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,26/03/2020,94,4,2,38.928341,33.93911,67.709953,1,1,88,2.414693192,0.042553191,0.021276596,0.936170213,0,-6
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,27/03/2020,110,4,2,38.928341,33.93911,67.709953,1,1,104,2.825704799,0.036363636,0.018181818,0.945454545,0,-5
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,28/03/2020,110,4,2,38.928341,33.93911,67.709953,1,1,104,2.825704799,0.036363636,0.018181818,0.945454545,0,-4
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,29/03/2020,120,4,2,38.928341,33.93911,67.709953,1,1,114,3.082587054,0.033333333,0.016666667,0.95,0,-3
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,30/03/2020,170,4,2,38.928341,33.93911,67.709953,1,1,164,4.366998326,0.023529412,0.011764706,0.964705882,0,-2
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,31/03/2020,174,4,5,38.928341,33.93911,67.709953,1,1,165,4.469751228,0.022988506,0.028735632,0.948275862,0,-1
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,01/04/2020,237,4,5,38.928341,33.93911,67.709953,1,1,228,6.088109432,0.016877637,0.021097046,0.962025316,1,0
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,02/04/2020,273,6,10,38.928341,33.93911,67.709953,1,1,257,7.012885548,0.021978022,0.036630037,0.941391941,1,1
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,03/04/2020,281,6,10,38.928341,33.93911,67.709953,1,1,265,7.218391351,0.021352313,0.035587189,0.943060498,1,2
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,04/04/2020,299,7,10,38.928341,33.93911,67.709953,1,1,282,7.68077941,0.023411371,0.033444816,0.943143813,1,3
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,05/04/2020,349,7,15,38.928341,33.93911,67.709953,1,1,327,8.965190682,0.020057307,0.042979943,0.936962751,1,4
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,06/04/2020,367,11,18,38.928341,33.93911,67.709953,1,1,338,9.42757874,0.029972752,0.049046322,0.920980926,1,5
Central And Southern Asia,Southern Asia,Afghanistan,,Afghanistan,07/04/2020,423,14,18,38.928341,33.93911,67.709953,1,1,391,10.86611937,0.033096927,0.042553191,0.924349882,1,6
Europe,Southern Europe,Albania,,Albania,09/03/2020,2,0,0,2.8778,41.1533,20.1683,1,1,2,0.694975328,0,0,1,0,-3
Europe,Southern Europe,Albania,,Albania,10/03/2020,10,0,0,2.8778,41.1533,20.1683,1,1,10,3.474876642,0,0,1,0,-2
Europe,Southern Europe,Albania,,Albania,11/03/2020,12,1,0,2.8778,41.1533,20.1683,1,1,11,4.16985197,0.083333333,0,0.916666667,0,-1
Europe,Southern Europe,Albania,,Albania,12/03/2020,23,1,0,2.8778,41.1533,20.1683,1,1,22,7.992216276,0.043478261,0,0.956521739,1,0
Europe,Southern Europe,Albania,,Albania,13/03/2020,33,1,0,2.8778,41.1533,20.1683,1,1,32,11.46709292,0.03030303,0,0.96969697,1,1
Europe,Southern Europe,Albania,,Albania,14/03/2020,38,1,0,2.8778,41.1533,20.1683,1,1,37,13.20453124,0.026315789,0,0.973684211,1,2
Europe,Southern Europe,Albania,,Albania,15/03/2020,42,1,0,2.8778,41.1533,20.1683,1,1,41,14.5944819,0.023809524,0,0.976190476,1,3
Europe,Southern Europe,Albania,,Albania,16/03/2020,51,1,0,2.8778,41.1533,20.1683,1,1,50,17.72187087,0.019607843,0,0.980392157,1,4
Europe,Southern Europe,Albania,,Albania,17/03/2020,55,1,0,2.8778,41.1533,20.1683,1,1,54,19.11182153,0.018181818,0,0.981818182,1,5
Europe,Southern Europe,Albania,,Albania,18/03/2020,59,2,0,2.8778,41.1533,20.1683,1,1,57,20.50177219,0.033898305,0,0.966101695,1,6
Europe,Southern Europe,Albania,,Albania,19/03/2020,64,2,0,2.8778,41.1533,20.1683,1,1,62,22.23921051,0.03125,0,0.96875,1,7
Europe,Southern Europe,Albania,,Albania,20/03/2020,70,2,0,2.8778,41.1533,20.1683,1,1,68,24.32413649,0.028571429,0,0.971428571,1,8
Europe,Southern Europe,Albania,,Albania,21/03/2020,76,2,2,2.8778,41.1533,20.1683,1,1,72,26.40906248,0.026315789,0.026315789,0.947368421,1,9
Europe,Southern Europe,Albania,,Albania,22/03/2020,89,2,2,2.8778,41.1533,20.1683,1,1,85,30.92640211,0.02247191,0.02247191,0.95505618,1,10
Europe,Southern Europe,Albania,,Albania,23/03/2020,104,4,2,2.8778,41.1533,20.1683,1,1,98,36.13871708,0.038461538,0.019230769,0.942307692,1,11
Europe,Southern Europe,Albania,,Albania,24/03/2020,123,5,10,2.8778,41.1533,20.1683,1,1,108,42.7409827,0.040650407,0.081300813,0.87804878,1,12
Europe,Southern Europe,Albania,,Albania,25/03/2020,146,5,17,2.8778,41.1533,20.1683,1,1,124,50.73319897,0.034246575,0.116438356,0.849315068,1,13
Europe,Southern Europe,Albania,,Albania,26/03/2020,174,6,17,2.8778,41.1533,20.1683,1,1,151,60.46285357,0.034482759,0.097701149,0.867816092,1,14
Europe,Southern Europe,Albania,,Albania,27/03/2020,186,8,31,2.8778,41.1533,20.1683,1,1,147,64.63270554,0.043010753,0.166666667,0.790322581,1,15
Europe,Southern Europe,Albania,,Albania,28/03/2020,197,10,31,2.8778,41.1533,20.1683,1,1,156,68.45506985,0.050761421,0.157360406,0.791878173,1,16
Europe,Southern Europe,Albania,,Albania,29/03/2020,212,10,33,2.8778,41.1533,20.1683,1,1,169,73.66738481,0.047169811,0.155660377,0.797169811,1,17
Europe,Southern Europe,Albania,,Albania,30/03/2020,223,11,44,2.8778,41.1533,20.1683,1,1,168,77.48974911,0.049327354,0.197309417,0.753363229,1,18
Europe,Southern Europe,Albania,,Albania,31/03/2020,243,15,52,2.8778,41.1533,20.1683,1,1,176,84.4395024,0.061728395,0.21399177,0.724279835,1,19
Europe,Southern Europe,Albania,,Albania,01/04/2020,259,15,67,2.8778,41.1533,20.1683,1,1,177,89.99930502,0.057915058,0.258687259,0.683397683,1,20
Europe,Southern Europe,Albania,,Albania,02/04/2020,277,16,76,2.8778,41.1533,20.1683,1,1,185,96.25408298,0.057761733,0.274368231,0.667870036,1,21
Europe,Southern Europe,Albania,,Albania,03/04/2020,304,17,89,2.8778,41.1533,20.1683,1,1,198,105.6362499,0.055921053,0.292763158,0.651315789,1,22
Europe,Southern Europe,Albania,,Albania,04/04/2020,333,20,99,2.8778,41.1533,20.1683,1,1,214,115.7133922,0.06006006,0.297297297,0.642642643,1,23
Europe,Southern Europe,Albania,,Albania,05/04/2020,361,20,104,2.8778,41.1533,20.1683,1,1,237,125.4430468,0.055401662,0.288088643,0.656509695,1,24
Europe,Southern Europe,Albania,,Albania,06/04/2020,377,21,116,2.8778,41.1533,20.1683,1,1,240,131.0028494,0.055702918,0.307692308,0.636604775,1,25
Europe,Southern Europe,Albania,,Albania,07/04/2020,383,22,131,2.8778,41.1533,20.1683,1,1,230,133.0877754,0.057441253,0.342036554,0.600522193,1,26
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,25/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0,0,1,0,-27
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,26/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0,0,1,0,-26
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,27/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0,0,1,0,-25
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,28/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0,0,1,0,-24
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,29/02/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0,0,1,0,-23
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,01/03/2020,1,0,0,43.851043,28.0339,1.6596,1,1,1,0.022804475,0,0,1,0,-22
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,02/03/2020,3,0,0,43.851043,28.0339,1.6596,1,1,3,0.068413424,0,0,1,0,-21
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,03/03/2020,5,0,0,43.851043,28.0339,1.6596,1,1,5,0.114022373,0,0,1,0,-20
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,04/03/2020,12,0,0,43.851043,28.0339,1.6596,1,1,12,0.273653696,0,0,1,0,-19
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,05/03/2020,12,0,0,43.851043,28.0339,1.6596,1,1,12,0.273653696,0,0,1,0,-18
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,06/03/2020,17,0,0,43.851043,28.0339,1.6596,1,1,17,0.38767607,0,0,1,0,-17
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,07/03/2020,17,0,0,43.851043,28.0339,1.6596,1,1,17,0.38767607,0,0,1,0,-16
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,08/03/2020,19,0,0,43.851043,28.0339,1.6596,1,1,19,0.433285019,0,0,1,0,-15
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,09/03/2020,20,0,0,43.851043,28.0339,1.6596,1,1,20,0.456089494,0,0,1,0,-14
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,10/03/2020,20,0,0,43.851043,28.0339,1.6596,1,1,20,0.456089494,0,0,1,0,-13
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,11/03/2020,20,0,0,43.851043,28.0339,1.6596,1,1,20,0.456089494,0,0,1,0,-12
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,12/03/2020,24,1,8,43.851043,28.0339,1.6596,1,1,15,0.547307392,0.041666667,0.333333333,0.625,0,-11
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,13/03/2020,26,2,8,43.851043,28.0339,1.6596,1,1,16,0.592916342,0.076923077,0.307692308,0.615384615,0,-10
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,14/03/2020,37,3,12,43.851043,28.0339,1.6596,1,1,22,0.843765563,0.081081081,0.324324324,0.594594595,0,-9
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,15/03/2020,48,4,12,43.851043,28.0339,1.6596,1,1,32,1.094614785,0.083333333,0.25,0.666666667,0,-8
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,16/03/2020,54,4,12,43.851043,28.0339,1.6596,1,1,38,1.231441633,0.074074074,0.222222222,0.703703704,0,-7
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,17/03/2020,60,4,12,43.851043,28.0339,1.6596,1,1,44,1.368268481,0.066666667,0.2,0.733333333,0,-6
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,18/03/2020,74,7,12,43.851043,28.0339,1.6596,1,1,55,1.687531127,0.094594595,0.162162162,0.743243243,0,-5
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,19/03/2020,87,9,32,43.851043,28.0339,1.6596,1,1,46,1.983989298,0.103448276,0.367816092,0.528735632,0,-4
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,20/03/2020,90,11,32,43.851043,28.0339,1.6596,1,1,47,2.052402722,0.122222222,0.355555556,0.522222222,0,-3
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,21/03/2020,139,15,32,43.851043,28.0339,1.6596,1,1,92,3.169821981,0.107913669,0.230215827,0.661870504,0,-2
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,22/03/2020,201,17,65,43.851043,28.0339,1.6596,1,1,119,4.583699412,0.084577114,0.323383085,0.592039801,0,-1
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,23/03/2020,230,17,65,43.851043,28.0339,1.6596,1,1,148,5.245029178,0.073913043,0.282608696,0.643478261,1,0
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,24/03/2020,264,19,24,43.851043,28.0339,1.6596,1,1,221,6.020381317,0.071969697,0.090909091,0.837121212,1,1
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,25/03/2020,302,21,65,43.851043,28.0339,1.6596,1,1,216,6.886951355,0.069536424,0.215231788,0.715231788,1,2
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,26/03/2020,367,25,29,43.851043,28.0339,1.6596,1,1,313,8.369242209,0.068119891,0.079019074,0.852861035,1,3
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,27/03/2020,409,26,29,43.851043,28.0339,1.6596,1,1,354,9.327030146,0.063569682,0.070904645,0.865525672,1,4
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,28/03/2020,454,29,31,43.851043,28.0339,1.6596,1,1,394,10.35323151,0.063876652,0.068281938,0.86784141,1,5
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,29/03/2020,511,31,31,43.851043,28.0339,1.6596,1,1,449,11.65308656,0.060665362,0.060665362,0.878669276,1,6
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,30/03/2020,584,35,37,43.851043,28.0339,1.6596,1,1,512,13.31781322,0.059931507,0.063356164,0.876712329,1,7
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,31/03/2020,716,44,46,43.851043,28.0339,1.6596,1,1,626,16.32800387,0.061452514,0.06424581,0.874301676,1,8
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,01/04/2020,847,58,61,43.851043,28.0339,1.6596,1,1,728,19.31539006,0.068476978,0.07201889,0.859504132,1,9
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,02/04/2020,986,86,61,43.851043,28.0339,1.6596,1,1,839,22.48521204,0.087221095,0.061866126,0.850912779,1,10
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,03/04/2020,1171,105,62,43.851043,28.0339,1.6596,1,1,1004,26.70403986,0.089666951,0.0529462,0.857386849,1,11
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,04/04/2020,1251,130,90,43.851043,28.0339,1.6596,1,1,1031,28.52839783,0.103916867,0.071942446,0.824140687,1,12
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,05/04/2020,1320,152,90,43.851043,28.0339,1.6596,1,1,1078,30.10190658,0.115151515,0.068181818,0.816666667,1,13
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,06/04/2020,1423,173,90,43.851043,28.0339,1.6596,1,1,1160,32.45076748,0.121574139,0.063246662,0.815179199,1,14
Northern Africa And Western Asia,Northern Africa,Algeria,,Algeria,07/04/2020,1468,193,113,43.851043,28.0339,1.6596,1,1,1162,33.47696884,0.13147139,0.076975477,0.791553134,1,15
Oceania,Polynesia,American Samoa,,American Samoa,22/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0,0,0,0,0,-99
Oceania,Polynesia,American Samoa,,American Samoa,23/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0,0,0,0,0,-99
Oceania,Polynesia,American Samoa,,American Samoa,24/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0,0,0,0,0,-99
Oceania,Polynesia,American Samoa,,American Samoa,25/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0,0,0,0,0,-99
Oceania,Polynesia,American Samoa,,American Samoa,26/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0,0,0,0,0,-99
Oceania,Polynesia,American Samoa,,American Samoa,27/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0,0,0,0,0,-99
Oceania,Polynesia,American Samoa,,American Samoa,28/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0,0,0,0,0,-99
Oceania,Polynesia,American Samoa,,American Samoa,29/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0,0,0,0,0,-99
Oceania,Polynesia,American Samoa,,American Samoa,30/03/2020,0,0,0,0.055197,-14.271,-170.132,1,0,0,0,0,0,0,0,-99
Europe,Southern Europe,Andorra,,Andorra,02/03/2020,1,0,0,0.077265,42.5063,1.5218,1,0,1,12.94247072,0,0,1,1,0
Europe,Southern Europe,Andorra,,Andorra,03/03/2020,1,0,0,0.077265,42.5063,1.5218,1,0,1,12.94247072,0,0,1,1,1
Europe,Southern Europe,Andorra,,Andorra,04/03/2020,1,0,0,0.077265,42.5063,1.5218,1,0,1,12.94247072,0,0,1,1,2
Europe,Southern Europe,Andorra,,Andorra,05/03/2020,1,0,0,0.077265,42.5063,1.5218,1,0,1,12.94247072,0,0,1,1,3
Europe,Southern Europe,Andorra,,Andorra,06/03/2020,1,0,0,0.077265,42.5063,1.5218,1,0,1,12.94247072,0,0,1,1,4
Europe,Southern Europe,Andorra,,Andorra,07/03/2020,1,0,0,0.077265,42.5063,1.5218,1,0,1,12.94247072,0,0,1,1,5
Europe,Southern Europe,Andorra,,Andorra,08/03/2020,1,0,0,0.077265,42.5063,1.5218,1,0,1,12.94247072,0,0,1,1,6
Europe,Southern Europe,Andorra,,Andorra,09/03/2020,1,0,0,0.077265,42.5063,1.5218,1,0,1,12.94247072,0,0,1,1,7
Europe,Southern Europe,Andorra,,Andorra,10/03/2020,1,0,0,0.077265,42.5063,1.5218,1,0,1,12.94247072,0,0,1,1,8
Europe,Southern Europe,Andorra,,Andorra,11/03/2020,1,0,0,0.077265,42.5063,1.5218,1,0,1,12.94247072,0,0,1,1,9
Europe,Southern Europe,Andorra,,Andorra,12/03/2020,1,0,1,0.077265,42.5063,1.5218,1,0,0,12.94247072,0,1,0,1,10
Europe,Southern Europe,Andorra,,Andorra,13/03/2020,1,0,0,0.077265,42.5063,1.5218,1,0,1,12.94247072,0,0,1,1,11
Europe,Southern Europe,Andorra,,Andorra,14/03/2020,1,0,1,0.077265,42.5063,1.5218,1,0,0,12.94247072,0,1,0,1,12
Europe,Southern Europe,Andorra,,Andorra,15/03/2020,1,0,1,0.077265,42.5063,1.5218,1,0,0,12.94247072,0,1,0,1,13
Europe,Southern Europe,Andorra,,Andorra,16/03/2020,2,0,1,0.077265,42.5063,1.5218,1,0,1,25.88494144,0,0.5,0.5,1,14
Europe,Southern Europe,Andorra,,Andorra,17/03/2020,39,0,1,0.077265,42.5063,1.5218,1,0,38,504.756358,0,0.025641026,0.974358974,1,15
Europe,Southern Europe,Andorra,,Andorra,18/03/2020,39,0,1,0.077265,42.5063,1.5218,1,0,38,504.756358,0,0.025641026,0.974358974,1,16
Europe,Southern Europe,Andorra,,Andorra,19/03/2020,53,0,1,0.077265,42.5063,1.5218,1,0,52,685.950948,0,0.018867925,0.981132075,1,17
Europe,Southern Europe,Andorra,,Andorra,20/03/2020,75,0,1,0.077265,42.5063,1.5218,1,0,74,970.6853038,0,0.013333333,0.986666667,1,18
Europe,Southern Europe,Andorra,,Andorra,21/03/2020,88,0,1,0.077265,42.5063,1.5218,1,0,87,1138.937423,0,0.011363636,0.988636364,1,19
Europe,Southern Europe,Andorra,,Andorra,22/03/2020,113,1,1,0.077265,42.5063,1.5218,1,0,111,1462.499191,0.008849558,0.008849558,0.982300885,1,20
Europe,Southern Europe,Andorra,,Andorra,23/03/2020,133,1,1,0.077265,42.5063,1.5218,1,0,131,1721.348605,0.007518797,0.007518797,0.984962406,1,21
Europe,Southern Europe,Andorra,,Andorra,24/03/2020,164,1,1,0.077265,42.5063,1.5218,1,0,162,2122.565198,0.006097561,0.006097561,0.987804878,1,22
Europe,Southern Europe,Andorra,,Andorra,25/03/2020,188,1,1,0.077265,42.5063,1.5218,1,0,186,2433.184495,0.005319149,0.005319149,0.989361702,1,23
Europe,Southern Europe,Andorra,,Andorra,26/03/2020,224,3,1,0.077265,42.5063,1.5218,1,0,220,2899.113441,0.013392857,0.004464286,0.982142857,1,24
Europe,Southern Europe,Andorra,,Andorra,27/03/2020,267,3,1,0.077265,42.5063,1.5218,1,0,263,3455.639682,0.011235955,0.003745318,0.985018727,1,25
Europe,Southern Europe,Andorra,,Andorra,28/03/2020,308,3,1,0.077265,42.5063,1.5218,1,0,304,3986.280981,0.00974026,0.003246753,0.987012987,1,26
Europe,Southern Europe,Andorra,,Andorra,29/03/2020,334,6,1,0.077265,42.5063,1.5218,1,0,327,4322.78522,0.017964072,0.002994012,0.979041916,1,27
Europe,Southern Europe,Andorra,,Andorra,30/03/2020,370,8,10,0.077265,42.5063,1.5218,1,0,352,4788.714166,0.021621622,0.027027027,0.951351351,1,28
Europe,Southern Europe,Andorra,,Andorra,31/03/2020,376,12,10,0.077265,42.5063,1.5218,1,0,354,4866.36899,0.031914894,0.026595745,0.941489362,1,29
Europe,Southern Europe,Andorra,,Andorra,01/04/2020,390,14,10,0.077265,42.5063,1.5218,1,0,366,5047.56358,0.035897436,0.025641026,0.938461538,1,30
Europe,Southern Europe,Andorra,,Andorra,02/04/2020,428,15,10,0.077265,42.5063,1.5218,1,0,403,5539.377467,0.035046729,0.023364486,0.941588785,1,31
Europe,Southern Europe,Andorra,,Andorra,03/04/2020,439,16,16,0.077265,42.5063,1.5218,1,0,407,5681.744645,0.036446469,0.036446469,0.927107062,1,32
Europe,Southern Europe,Andorra,,Andorra,04/04/2020,466,17,21,0.077265,42.5063,1.5218,1,0,428,6031.191354,0.036480687,0.045064378,0.918454936,1,33
Europe,Southern Europe,Andorra,,Andorra,05/04/2020,501,18,26,0.077265,42.5063,1.5218,1,0,457,6484.17783,0.035928144,0.051896208,0.912175649,1,34
Europe,Southern Europe,Andorra,,Andorra,06/04/2020,525,21,31,0.077265,42.5063,1.5218,1,0,473,6794.797127,0.04,0.059047619,0.900952381,1,35
Europe,Southern Europe,Andorra,,Andorra,07/04/2020,545,22,39,0.077265,42.5063,1.5218,1,0,484,7053.646541,0.040366972,0.071559633,0.888073394,1,36
Sub-Saharan Africa,Middle Africa,Angola,,Angola,20/03/2020,1,0,0,32.866268,-11.2027,17.8739,1,1,1,0.030426333,0,0,1,0,-99
Sub-Saharan Africa,Middle Africa,Angola,,Angola,21/03/2020,2,0,0,32.866268,-11.2027,17.8739,1,1,2,0.060852665,0,0,1,0,-99
